transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
3/29/2018,Spouse,CGNT,Stock,Sale (Partial),"$15,000 ",MN,Computer Software: Prepackaged Software,Tina Smith
3/28/2018,Spouse,FANUY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
3/28/2018,Spouse,WFC,Stock,Sale (Partial),"$50,000 ",WV,Major Banks,Shelley Moore Capito
4/2/2018,Joint,URBN,Stock,Sale (Full),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
4/2/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
4/2/2018,Joint,CZR,Stock,Purchase,"$15,000 ",GA,Hotels/Resorts,David Perdue
3/29/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
3/27/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
3/20/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
3/20/2018,Joint,ENTG,Stock,Sale (Partial),"$15,000 ",GA,Plastic Products,David Perdue
3/15/2018,Joint,EQM,Stock,Purchase,"$50,000 ",GA,,David Perdue
3/13/2018,Joint,WMB,Stock,Sale (Partial),"$50,000 ",GA,Natural Gas Distribution,David Perdue
3/6/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
4/2/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Blumenthal
3/27/2018,Self,DWDP,Stock,Purchase,"$100,000 ",ND,,John Hoeven
3/27/2018,Self,UPS,Stock,Purchase,"$100,000 ",ND,Trucking Freight/Courier Services,John Hoeven
3/5/2018,Self,DWDP,Stock,Purchase,"$100,000 ",ND,,John Hoeven
3/5/2018,Self,WMT,Stock,Purchase,"$100,000 ",ND,Department/Specialty Retail Stores,John Hoeven
3/5/2018,Self,CAT,Stock,Purchase,"$100,000 ",ND,Construction/Ag Equipment/Trucks,John Hoeven
3/9/2018,Joint,XLNX,Stock,Sale (Partial),"$15,000 ",RI,Semiconductors,Jack Reed
3/9/2018,Joint,VRTX,Stock,Sale (Partial),"$15,000 ",RI,Major Pharmaceuticals,Jack Reed
3/9/2018,Joint,VWO,Stock,Sale (Partial),"$15,000 ",RI,,Jack Reed
3/9/2018,Joint,TMO,Stock,Sale (Partial),"$15,000 ",RI,Industrial Machinery/Components,Jack Reed
3/9/2018,Joint,SYK,Stock,Sale (Partial),"$15,000 ",RI,Medical/Dental Instruments,Jack Reed
3/9/2018,Joint,XBI,Stock,Sale (Partial),"$15,000 ",RI,,Jack Reed
3/9/2018,Joint,XSD,Stock,Sale (Partial),"$15,000 ",RI,,Jack Reed
3/9/2018,Joint,RYT,Stock,Sale (Partial),"$15,000 ",RI,,Jack Reed
3/9/2018,Joint,QCOM,Stock,Sale (Partial),"$15,000 ",RI,Radio And Television Broadcasting And Communications Equipment,Jack Reed
3/9/2018,Joint,ISRG,Stock,Sale (Partial),"$15,000 ",RI,Industrial Specialties,Jack Reed
3/9/2018,Joint,INTC,Stock,Sale (Partial),"$15,000 ",RI,Semiconductors,Jack Reed
3/9/2018,Joint,ITW,Stock,Sale (Partial),"$15,000 ",RI,Industrial Machinery/Components,Jack Reed
3/9/2018,Joint,IYT,Stock,Sale (Partial),"$15,000 ",RI,,Jack Reed
3/9/2018,Joint,IQV,Stock,Sale (Partial),"$15,000 ",RI,Biotechnology: Commercial Physical & Biological Resarch,Jack Reed
3/9/2018,Joint,HON,Stock,Sale (Partial),"$15,000 ",RI,Aerospace,Jack Reed
3/9/2018,Joint,FDX,Stock,Sale (Partial),"$15,000 ",RI,Air Freight/Delivery Services,Jack Reed
3/9/2018,Joint,DHR,Stock,Sale (Partial),"$15,000 ",RI,Industrial Machinery/Components,Jack Reed
3/9/2018,Joint,COST,Stock,Sale (Partial),"$15,000 ",RI,Department/Specialty Retail Stores,Jack Reed
3/9/2018,Joint,CSCO,Stock,Sale (Partial),"$15,000 ",RI,Computer Communications Equipment,Jack Reed
3/9/2018,Joint,CVS,Stock,Sale (Partial),"$15,000 ",RI,Medical/Nursing Services,Jack Reed
3/9/2018,Joint,AAPL,Stock,Sale (Partial),"$15,000 ",RI,Computer Manufacturing,Jack Reed
3/9/2018,Joint,ADI,Stock,Sale (Partial),"$15,000 ",RI,Semiconductors,Jack Reed
3/9/2018,Joint,AMGN,Stock,Sale (Partial),"$15,000 ",RI,Biotechnology: Biological Products (No Diagnostic Substances),Jack Reed
2/28/2018,Spouse,RHHBY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
2/27/2018,Spouse,STT,Stock,Purchase,"$15,000 ",WV,Major Banks,Shelley Moore Capito
2/27/2018,Spouse,MDLZ,Stock,Purchase,"$15,000 ",WV,Packaged Foods,Shelley Moore Capito
2/27/2018,Spouse,ICE,Stock,Purchase,"$15,000 ",WV,Investment Bankers/Brokers/Service,Shelley Moore Capito
2/27/2018,Spouse,OXY,Stock,Sale (Full),"$15,000 ",WV,Oil & Gas Production,Shelley Moore Capito
2/27/2018,Spouse,CERN,Stock,Sale (Full),"$15,000 ",WV,EDP Services,Shelley Moore Capito
2/21/2018,Self,BUD,Stock,Purchase,"$15,000 ",WV,Beverages (Production/Distribution),Shelley Moore Capito
3/7/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
2/15/2018,Self,NTRP,Stock,Purchase,"$15,000 ",PA,,Patrick J. Toomey
2/8/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
2/15/2018,Joint,NVDA,Stock,Purchase,"$15,000 ",RI,Semiconductors,Sheldon Whitehouse
2/8/2018,Self,C,Stock,Purchase,"$15,000 ",RI,Major Banks,Sheldon Whitehouse
3/6/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Susan M. Collins
3/2/2018,Joint,PODD,Stock,Sale (Partial),"$250,000 ",MN,Medical/Dental Instruments,Tina Smith
2/28/2018,Joint,UHAL,Stock,Purchase,"$15,000 ",GA,Rental/Leasing Companies,David Perdue
2/28/2018,Joint,CSCO,Stock,Sale (Partial),"$15,000 ",GA,Computer Communications Equipment,David Perdue
2/26/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
2/26/2018,Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Television Services,David Perdue
2/23/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
2/23/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
2/23/2018,Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Major Pharmaceuticals,David Perdue
2/22/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/22/2018,Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
2/21/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
2/20/2018,Joint,UPS,Stock,Purchase,"$15,000 ",GA,Trucking Freight/Courier Services,David Perdue
2/16/2018,Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
2/14/2018,Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
2/13/2018,Joint,XOM,Stock,Sale (Partial),"$50,000 ",GA,Integrated oil Companies,David Perdue
2/13/2018,Joint,UPS,Stock,Purchase,"$50,000 ",GA,Trucking Freight/Courier Services,David Perdue
2/13/2018,Joint,SU,Stock,Purchase,"$50,000 ",GA,Integrated oil Companies,David Perdue
2/12/2018,Joint,BAC,Stock,Sale (Partial),"$15,000 ",GA,Major Banks,David Perdue
2/12/2018,Joint,BAC,Stock,Sale (Partial),"$15,000 ",GA,Major Banks,David Perdue
2/12/2018,Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
2/12/2018,Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
2/12/2018,Joint,UPS,Stock,Purchase,"$50,000 ",GA,Trucking Freight/Courier Services,David Perdue
2/9/2018,Joint,SUN,Stock,Purchase,"$15,000 ",GA,Oil Refining/Marketing,David Perdue
2/9/2018,Joint,SUN,Stock,Purchase,"$15,000 ",GA,Oil Refining/Marketing,David Perdue
2/9/2018,Joint,XOM,Stock,Sale (Partial),"$50,000 ",GA,Integrated oil Companies,David Perdue
2/9/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/9/2018,Joint,UPS,Stock,Purchase,"$100,000 ",GA,Trucking Freight/Courier Services,David Perdue
2/9/2018,Joint,SU,Stock,Purchase,"$50,000 ",GA,Integrated oil Companies,David Perdue
2/8/2018,Joint,HBI,Stock,Purchase,"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/8/2018,Joint,RF,Stock,Purchase,"$15,000 ",GA,Major Banks,David Perdue
2/6/2018,Joint,SHLX,Stock,Purchase,"$15,000 ",GA,Natural Gas Distribution,David Perdue
2/6/2018,Joint,SHLX,Stock,Purchase,"$15,000 ",GA,Natural Gas Distribution,David Perdue
2/6/2018,Joint,AXTA,Stock,Purchase,"$15,000 ",GA,Paints/Coatings,David Perdue
2/6/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
2/6/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
2/6/2018,Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Computer peripheral equipment,David Perdue
2/6/2018,Joint,GLW,Stock,Purchase,"$15,000 ",GA,Telecommunications Equipment,David Perdue
2/6/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/6/2018,Joint,RF,Stock,Purchase,"$15,000 ",GA,Major Banks,David Perdue
2/6/2018,Joint,RF,Stock,Purchase,"$15,000 ",GA,Major Banks,David Perdue
2/5/2018,Joint,SHLX,Stock,Purchase,"$15,000 ",GA,Natural Gas Distribution,David Perdue
2/5/2018,Joint,SUN,Stock,Purchase,"$15,000 ",GA,Oil Refining/Marketing,David Perdue
2/5/2018,Joint,GLW,Stock,Purchase,"$50,000 ",GA,Telecommunications Equipment,David Perdue
2/5/2018,Joint,GLW,Stock,Purchase,"$15,000 ",GA,Telecommunications Equipment,David Perdue
2/5/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/5/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
2/2/2018,Joint,CBS,Stock,Purchase,"$15,000 ",GA,,David Perdue
2/2/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
2/20/2018,Spouse,WMT,Stock,Purchase,"$15,000 ",KS,Department/Specialty Retail Stores,Pat Roberts
2/20/2018,Spouse,FB,Stock,Purchase,"$50,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
2/14/2018,Spouse,WMT,Stock,Purchase,"$15,000 ",KS,Department/Specialty Retail Stores,Pat Roberts
2/5/2018,Spouse,FB,Stock,Sale (Full),"$50,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
2/5/2018,Spouse,AMZN,Stock,Sale (Full),"$15,000 ",KS,Catalog/Specialty Distribution,Pat Roberts
2/5/2018,Spouse,FB,Stock,Purchase,"$50,000 ",KS,"Computer Software: Programming, Data Processing",Pat Roberts
2/5/2018,Spouse,ETY,Stock,Purchase,"$15,000 ",KS,Finance Companies,Pat Roberts
2/5/2018,Spouse,NFLX,Stock,Purchase,"$100,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
2/5/2018,Spouse,BA,Stock,Purchase,"$100,000 ",KS,Aerospace,Pat Roberts
2/5/2018,Spouse,BAC,Stock,Purchase,"$15,000 ",KS,Major Banks,Pat Roberts
2/5/2018,Spouse,BAC,Stock,Sale (Full),"$50,000 ",KS,Major Banks,Pat Roberts
2/5/2018,Spouse,RTN,Stock,Sale (Full),"$50,000 ",KS,,Pat Roberts
2/5/2018,Spouse,NFLX,Stock,Sale (Full),"$100,000 ",KS,Consumer Electronics/Video Chains,Pat Roberts
2/5/2018,Spouse,BA,Stock,Sale (Full),"$50,000 ",KS,Aerospace,Pat Roberts
2/5/2018,Spouse,ETY,Stock,Purchase,"$50,000 ",KS,Finance Companies,Pat Roberts
2/5/2018,Spouse,AAPL,Stock,Purchase,"$50,000 ",KS,Computer Manufacturing,Pat Roberts
2/5/2018,Spouse,AMZN,Stock,Purchase,"$50,000 ",KS,Catalog/Specialty Distribution,Pat Roberts
2/5/2018,Spouse,NVDA,Stock,Purchase,"$50,000 ",KS,Semiconductors,Pat Roberts
2/5/2018,Spouse,NOC,Stock,Purchase,"$100,000 ",KS,Industrial Machinery/Components,Pat Roberts
2/5/2018,Spouse,LMT,Stock,Sale (Full),"$50,000 ",KS,Military/Government/Technical,Pat Roberts
2/5/2018,Spouse,AAPL,Stock,Sale (Full),"$100,000 ",KS,Computer Manufacturing,Pat Roberts
2/5/2018,Spouse,NVDA,Stock,Sale (Full),"$50,000 ",KS,Semiconductors,Pat Roberts
2/5/2018,Spouse,NOC,Stock,Sale (Full),"$100,000 ",KS,Industrial Machinery/Components,Pat Roberts
2/5/2018,Spouse,COST,Stock,Sale (Full),"$50,000 ",KS,Department/Specialty Retail Stores,Pat Roberts
2/5/2018,Spouse,AMZN,Stock,Sale (Full),"$15,000 ",KS,Catalog/Specialty Distribution,Pat Roberts
3/1/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
2/27/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Mark R. Warner
2/22/2018,Self,XPO,Stock,Purchase,"$100,000 ",OK,Transportation Services,James M. Inhofe
2/22/2018,Self,GILD,Stock,Sale (Partial),"$100,000 ",OK,Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
2/22/2018,Self,CELG,Stock,Purchase,"$100,000 ",OK,,James M. Inhofe
2/22/2018,Self,AGN,Stock,Sale (Full),"$100,000 ",OK,,James M. Inhofe
2/9/2018,Self,MSFT,Stock,Purchase,"$50,000 ",OK,Computer Software: Prepackaged Software,James M. Inhofe
2/9/2018,Self,KMX,Stock,Purchase,"$50,000 ",OK,Automotive Aftermarket,James M. Inhofe
1/25/2018,Self,KMX,Stock,Purchase,"$100,000 ",OK,Automotive Aftermarket,James M. Inhofe
1/25/2018,Self,BUD,Stock,Sale (Full),"$100,000 ",OK,Beverages (Production/Distribution),James M. Inhofe
2/20/2018,Self,WTW,Stock,Purchase,"$250,000 ",ND,,John Hoeven
2/20/2018,Self,WMT,Stock,Purchase,"$250,000 ",ND,Department/Specialty Retail Stores,John Hoeven
2/15/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
2/15/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
2/5/2018,Self,WTW,Stock,Sale (Full),"$500,000 ",ND,,John Hoeven
1/31/2018,Spouse,AAPL,Stock,Sale (Partial),"$15,000 ",LA,Computer Manufacturing,Bill Cassidy
1/31/2018,Spouse,IHE,Stock,Sale (Full),"$15,000 ",LA,,Bill Cassidy
1/8/2018,Spouse,C,Stock,Purchase,"$15,000 ",RI,Major Banks,Sheldon Whitehouse
1/8/2018,Spouse,WMT,Stock,Purchase,"$15,000 ",RI,Department/Specialty Retail Stores,Sheldon Whitehouse
1/8/2018,Joint,BIIB,Stock,Sale (Full),"$15,000 ",RI,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
1/17/2018,Joint,V,Stock,Sale (Partial),"$15,000 ",RI,Business Services,Sheldon Whitehouse
1/17/2018,Joint,COST,Stock,Sale (Full),"$50,000 ",RI,Department/Specialty Retail Stores,Sheldon Whitehouse
1/31/2018,Joint,GE,Stock,Sale (Full),"$50,000 ",RI,Consumer Electronics/Appliances,Sheldon Whitehouse
1/17/2018,Self,V,Stock,Sale (Partial),"$15,000 ",RI,Business Services,Sheldon Whitehouse
1/17/2018,Self,USB,Stock,Sale (Full),"$15,000 ",RI,Major Banks,Sheldon Whitehouse
1/4/2018,Spouse,GWW,Stock,Sale (Full),"$15,000 ",WV,Office Equipment/Supplies/Services,Shelley Moore Capito
1/4/2018,Spouse,GE,Stock,Sale (Partial),"$15,000 ",WV,Consumer Electronics/Appliances,Shelley Moore Capito
1/4/2018,Spouse,RDS-A,Stock,Sale (Partial),"$15,000 ",WV,,Shelley Moore Capito
1/4/2018,Spouse,PG,Stock,Sale (Full),"$15,000 ",WV,Package Goods/Cosmetics,Shelley Moore Capito
1/4/2018,Spouse,NSC,Stock,Sale (Full),"$15,000 ",WV,Railroads,Shelley Moore Capito
1/4/2018,Spouse,MSFT,Stock,Sale (Partial),"$15,000 ",WV,Computer Software: Prepackaged Software,Shelley Moore Capito
1/4/2018,Spouse,MRK,Stock,Sale (Full),"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
1/4/2018,Spouse,IBM,Stock,Sale (Partial),"$15,000 ",WV,Computer Manufacturing,Shelley Moore Capito
1/4/2018,Spouse,INTC,Stock,Sale (Full),"$50,000 ",WV,Semiconductors,Shelley Moore Capito
1/4/2018,Spouse,XOM,Stock,Sale (Partial),"$15,000 ",WV,Integrated oil Companies,Shelley Moore Capito
1/4/2018,Spouse,KO,Stock,Sale (Partial),"$15,000 ",WV,Beverages (Production/Distribution),Shelley Moore Capito
1/4/2018,Spouse,C,Stock,Sale (Full),"$50,000 ",WV,Major Banks,Shelley Moore Capito
1/4/2018,Spouse,CSCO,Stock,Sale (Partial),"$15,000 ",WV,Computer Communications Equipment,Shelley Moore Capito
1/4/2018,Spouse,BMY,Stock,Sale (Partial),"$15,000 ",WV,Major Pharmaceuticals,Shelley Moore Capito
1/26/2018,Spouse,SLB,Stock,Purchase,"$15,000 ",WV,Oilfield Services/Equipment,Shelley Moore Capito
1/26/2018,Spouse,RYAAY,Stock,Purchase,"$15,000 ",WV,Air Freight/Delivery Services,Shelley Moore Capito
1/26/2018,Spouse,INTC,Stock,Purchase,"$15,000 ",WV,Semiconductors,Shelley Moore Capito
1/26/2018,Spouse,HXL,Stock,Sale (Full),"$15,000 ",WV,Major Chemicals,Shelley Moore Capito
1/26/2018,Spouse,FANUY,Stock,Sale (Partial),"$15,000 ",WV,,Shelley Moore Capito
1/26/2018,Spouse,DWDP,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
2/8/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Richard Burr
1/31/2018,Spouse,TSCO,Stock,Sale (Full),"$50,000 ",ME,RETAIL: Building Materials,Susan M. Collins
1/31/2018,Spouse,RHT,Stock,Sale (Partial),"$50,000 ",ME,,Susan M. Collins
1/31/2018,Spouse,AYI,Stock,Sale (Full),"$50,000 ",ME,Building Products,Susan M. Collins
1/5/2018,Self,PFS,Stock,Sale (Full),"$15,000 ",PA,Savings Institutions,Patrick J. Toomey
1/8/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
1/8/2018,Self,PFS,Stock,Sale (Full),"$15,000 ",PA,Savings Institutions,Patrick J. Toomey
1/30/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
1/30/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
1/5/2018,Self,BAC,Stock,Sale (Full),"$50,000 ",PA,Major Banks,Patrick J. Toomey
2/6/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
1/31/2018,Joint,SUN,Stock,Purchase,"$15,000 ",GA,Oil Refining/Marketing,David Perdue
1/31/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/31/2018,Joint,GLW,Stock,Purchase,"$15,000 ",GA,Telecommunications Equipment,David Perdue
1/30/2018,Joint,ENB,Stock,Sale (Full),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/30/2018,Joint,ENB,Stock,Sale (Partial),"$50,000 ",GA,Natural Gas Distribution,David Perdue
1/30/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/29/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
1/29/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/29/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/29/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/26/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
1/24/2018,Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Broadcasting,David Perdue
1/24/2018,Joint,PG,Stock,Purchase,"$100,000 ",GA,Package Goods/Cosmetics,David Perdue
1/24/2018,Joint,JNJ,Stock,Purchase,"$15,000 ",GA,Major Pharmaceuticals,David Perdue
1/24/2018,Joint,DVN,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
1/23/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/22/2018,Joint,CBS,Stock,Purchase,"$15,000 ",GA,,David Perdue
1/19/2018,Joint,CBS,Stock,Purchase,"$15,000 ",GA,,David Perdue
1/19/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
1/18/2018,Joint,CBS,Stock,Purchase,"$15,000 ",GA,,David Perdue
1/17/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
1/16/2018,Joint,COP,Stock,Purchase,"$50,000 ",GA,Integrated oil Companies,David Perdue
1/16/2018,Joint,AVP,Stock,Purchase,"$15,000 ",GA,,David Perdue
1/16/2018,Joint,SPY,Stock,Sale (Full),"$50,000 ",GA,,David Perdue
1/16/2018,Joint,XOM,Stock,Purchase,"$50,000 ",GA,Integrated oil Companies,David Perdue
1/16/2018,Joint,MRK,Stock,Purchase,"$250,000 ",GA,Major Pharmaceuticals,David Perdue
1/16/2018,Joint,FDC,Stock,Purchase,"$250,000 ",GA,,David Perdue
1/16/2018,Joint,DISCA,Stock,Purchase,"$250,000 ",GA,Television Services,David Perdue
1/16/2018,Joint,SPY,Stock,Sale (Partial),"$1,000,000 ",GA,,David Perdue
1/16/2018,Joint,FEYE,Stock,Purchase,"$250,000 ",GA,Computer peripheral equipment,David Perdue
1/16/2018,Joint,MOS,Stock,Purchase,"$250,000 ",GA,Agricultural Chemicals,David Perdue
1/16/2018,Joint,HBI,Stock,Purchase,"$250,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/5/2018,Joint,ENB,Stock,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/5/2018,Joint,TRP,Stock,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/5/2018,Joint,TRGP,Stock,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/5/2018,Joint,WMB,Stock,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/5/2018,Joint,KMI,Stock,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,David Perdue
1/5/2018,Joint,OKE,Stock,Purchase,"$15,000 ",GA,Oil & Gas Production,David Perdue
1/5/2018,Joint,CSCO,Stock,Sale (Partial),"$15,000 ",GA,Computer Communications Equipment,David Perdue
1/5/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/5/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/5/2018,Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,,David Perdue
1/4/2018,Joint,URBN,Stock,Sale (Partial),"$15,000 ",GA,Clothing/Shoe/Accessory Stores,David Perdue
1/24/2018,Self,JETS,Stock,Purchase,"$100,000 ",ND,,John Hoeven
1/5/2018,Spouse,OFC,Stock,Purchase,"$15,000 ",MI,Real Estate Investment Trusts,Gary C. Peters
1/16/2018,Self,LSCC,Stock,Sale (Partial),"$15,000 ",RI,Semiconductors,Jack Reed
1/3/2018,Spouse,DVN,Stock,Purchase,"$15,000 ",KS,Oil & Gas Production,Pat Roberts
1/25/2018,Spouse,AMZN,Stock,Purchase,"$15,000 ",KS,Catalog/Specialty Distribution,Pat Roberts
1/17/2018,Spouse,CELG,Stock,Purchase,"$15,000 ",KS,,Pat Roberts
1/5/2018,Spouse,BAC,Stock,Purchase,"$15,000 ",KS,Major Banks,Pat Roberts
1/17/2018,Spouse,LMT,Stock,Purchase,"$15,000 ",KS,Military/Government/Technical,Pat Roberts
1/4/2018,Spouse,JPM,Stock,Purchase,"$50,000 ",KS,Major Banks,Pat Roberts
1/16/2018,Spouse,CUTR,Stock,Sale (Partial),"$500,000 ",MN,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tina Smith
1/5/2018,Joint,ENTL,Stock,Sale (Full),"$100,000 ",MN,,Tina Smith
1/22/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,"Angus S. King, Jr."
1/18/2018,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
12/26/2017,Self,DAL,Stock,Purchase,"$250,000 ",OK,Air Freight/Delivery Services,James M. Inhofe
1/11/2018,Self,UNH,Stock,Purchase,"$100,000 ",OK,Medical Specialities,James M. Inhofe
12/29/2017,Spouse,AAPL,Stock,Sale (Partial),"$15,000 ",LA,Computer Manufacturing,Bill Cassidy
1/12/2018,Self,LSCC,Stock,Sale (Partial),"$15,000 ",RI,Semiconductors,Jack Reed
1/11/2018,Joint,HACK,Stock,Sale (Full),"$15,000 ",RI,,Jack Reed
1/11/2018,Joint,PEP,Stock,Sale (Full),"$15,000 ",RI,Beverages (Production/Distribution),Jack Reed
1/11/2018,Joint,CELG,Stock,Sale (Full),"$15,000 ",RI,,Jack Reed
1/11/2018,Joint,UNFI,Stock,Sale (Full),"$15,000 ",RI,Food Distributors,Jack Reed
12/20/2017,Spouse,GDDY,Stock,Purchase,"$15,000 ",WV,EDP Services,Shelley Moore Capito
12/20/2017,Spouse,CSX,Stock,Purchase,"$15,000 ",WV,Railroads,Shelley Moore Capito
12/19/2017,Spouse,ENB,Stock,Purchase,"$15,000 ",WV,Natural Gas Distribution,Shelley Moore Capito
12/19/2017,Spouse,SGAPY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
12/19/2017,Spouse,SSDOY,Stock,Sale (Full),"$15,000 ",WV,,Shelley Moore Capito
1/8/2018,Self,PFS,Stock,Sale (Full),"$15,000 ",PA,Savings Institutions,Patrick J. Toomey
1/8/2018,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
1/5/2018,Self,PFS,Stock,Sale (Full),"$15,000 ",PA,Savings Institutions,Patrick J. Toomey
12/7/2017,Self,REVB,Stock,Sale (Full),"$15,000 ",PA,,Patrick J. Toomey
12/7/2017,Self,GE,Stock,Purchase,"$15,000 ",PA,Consumer Electronics/Appliances,Patrick J. Toomey
12/18/2017,Joint,NWL,Stock,Sale (Full),"$15,000 ",RI,Plastic Products,Sheldon Whitehouse
12/5/2017,Self,NWL,Stock,Sale (Full),"$15,000 ",RI,Plastic Products,Sheldon Whitehouse
